Time[s]	Pressure[mbar]	Position_smooth_splines [deg]	Velocity[deg\s]	Aceleration[deg\s2]	Position_original [deg]
0.0057	0.053295	0.00032958757	0.11723145	21.402023	0.004777
0.00575	0	0.0003354759	0.11830192	21.416674	0.004777
0.0058	-0.026648	0.00034141777	0.11937312	21.431325	0.004777
0.00585	-0.079943	0.00034741323	0.12044505	21.445976	0.004777
0.0059	-0.013324	0.00035346229	0.12151772	21.460627	0.004777
0.00595	0	0.00035956501	0.12259112	21.475278	0.004777
0.006	0	0.00036572142	0.12366525	21.489929	0.004777
0.00605	-0.093266	0.00037193155	0.12474011	21.50458	0.004777
0.0061	-0.013324	0.00037819544	0.12581571	21.519231	0.004777
0.00615	0.079943	0.00038451313	0.12689203	21.533882	0.004777
0.0062	0	0.00039088466	0.12796909	21.548533	0.004777
0.00625	-0.013324	0.00039731005	0.12904689	21.563183	0.004777
0.0063	-0.093266	0.00040378936	0.13012541	21.577834	0.005971
0.00635	0	0.0004103226	0.13120467	21.592485	0.005971
0.0064	0.053295	0.00041690984	0.13228466	21.607136	0.005971
0.00645	-0.013324	0.00042355108	0.13336538	21.621787	0.005971
0.0065	-0.013324	0.00043024639	0.13444684	21.636438	0.005971
0.00655	-0.053295	0.00043699578	0.13552903	21.651089	0.005971
0.0066	0.053295	0.0004437993	0.13661195	21.66574	0.005971
0.00665	0.026648	0.00045065699	0.1376956	21.680391	0.005971
0.0067	0.013324	0.00045756887	0.13877999	21.695042	0.005971
0.00675	-0.066619	0.000464535	0.13986511	21.709692	0.005971
0.0068	0	0.0004715554	0.14095096	21.724343	0.005971
0.00685	0.053295	0.00047863011	0.14203754	21.738994	0.005971
0.0069	0.026648	0.00048575916	0.14312486	21.753645	0.005971
0.00695	0.013324	0.0004929426	0.1442129	21.768296	0.005971
0.007	-0.053295	0.00050018046	0.14530169	21.782947	0.005971
0.00705	-0.026648	0.00050747278	0.1463912	21.797598	0.005971
0.0071	0.039971	0.0005148196	0.14748145	21.812249	0.005971
0.00715	0.039971	0.00052222094	0.14857242	21.8269	0.005971
0.0072	-0.066619	0.00052967685	0.14966414	21.841551	0.005971
0.00725	0.013324	0.00053718737	0.15075658	21.856202	0.005971
0.0073	0.066619	0.00054475252	0.15184976	21.870852	0.005971
0.00735	-0.013324	0.00055237235	0.15294366	21.885503	0.005971
0.0074	0.066619	0.0005600469	0.15403831	21.900154	0.005971
0.00745	-0.066619	0.0005677762	0.15513368	21.914805	0.005971
0.0075	0.013324	0.00057556028	0.15622979	21.929456	0.005971
0.00755	0.013324	0.00058339919	0.15732663	21.944107	0.005971
0.0076	-0.026648	0.00059129295	0.1584242	21.958758	0.005971
0.00765	-0.013324	0.00059924162	0.1595225	21.973409	0.005971
0.0077	-0.026648	0.00060724522	0.16062154	21.98806	0.005971
0.00775	0.079943	0.00061530379	0.16172131	22.002711	0.005971
0.0078	0.013324	0.00062341736	0.16282181	22.017362	0.007165
0.00785	-0.026648	0.00063158598	0.16392304	22.032012	0.007165
0.0079	-0.119914	0.00063980968	0.16502501	22.046663	0.007165
0.00795	-0.013324	0.00064808849	0.16612771	22.061314	0.007165
0.008	0.066619	0.00065642246	0.16723114	22.075965	0.007165
0.00805	0	0.00066481162	0.16833531	22.090616	0.007165
0.0081	0.013324	0.000673256	0.1694402	22.105267	0.007165
0.00815	0.026648	0.00068175565	0.17054583	22.119918	0.007165
0.0082	0	0.0006903106	0.17165219	22.134569	0.007165
0.00825	0.093266	0.00069892088	0.17275929	22.14922	0.007165
0.0083	-0.026648	0.00070758654	0.17386712	22.163871	0.007165
0.00835	-0.093266	0.00071630761	0.17497568	22.178521	0.007165
0.0084	0.039971	0.00072508412	0.17608497	22.193172	0.007165
0.00845	0.066619	0.00073391612	0.17719499	22.207823	0.007165
0.0085	0.053295	0.00074280363	0.17830575	22.222474	0.007165
0.00855	-0.026648	0.0007517467	0.17941724	22.237125	0.007165
0.0086	-0.093266	0.00076074537	0.18052946	22.251776	0.007165
0.00865	-0.039971	0.00076979966	0.18164242	22.266427	0.007165
0.0087	0.013324	0.00077890962	0.18275611	22.281078	0.007165
0.00875	0.013324	0.00078807528	0.18387053	22.295729	0.007165
0.0088	-0.053295	0.00079729669	0.18498568	22.31038	0.007165
0.00885	-0.026648	0.00080657386	0.18610156	22.325031	0.007165
0.0089	0.039971	0.00081590685	0.18721818	22.339681	0.007165
0.00895	-0.013324	0.00082529569	0.18833553	22.354332	0.007165
0.009	0.026648	0.00083474042	0.18945362	22.368983	0.007165
0.00905	-0.093266	0.00084424107	0.19057243	22.383634	0.007165
0.0091	-0.026648	0.00085379768	0.19169198	22.398285	0.007165
0.00915	-0.026648	0.00086341028	0.19281226	22.412936	0.008359
0.0092	-0.013324	0.00087307891	0.19393327	22.427587	0.008359
0.00925	0.039971	0.00088280362	0.19505502	22.442238	0.008359
0.0093	-0.053295	0.00089258443	0.1961775	22.456889	0.008359
0.00935	-0.026648	0.00090242138	0.19730071	22.47154	0.008359
0.0094	-0.013324	0.00091231451	0.19842465	22.48619	0.008359
0.00945	0	0.00092226386	0.19954933	22.500841	0.008359
0.0095	-0.093266	0.00093226946	0.20067473	22.515492	0.008359
0.00955	-0.066619	0.00094233134	0.20180088	22.530143	0.008359
0.0096	0.066619	0.00095244956	0.20292775	22.544794	0.008359
0.00965	-0.013324	0.00096262413	0.20405535	22.559445	0.008359
0.0097	0	0.0009728551	0.20518369	22.574096	0.008359
0.00975	-0.10659	0.00098314251	0.20631276	22.588747	0.008359
0.0098	0	0.00099348639	0.20744257	22.603398	0.008359
0.00985	0.066619	0.0010038868	0.2085731	22.618049	0.008359
0.0099	-0.013324	0.0010143437	0.20970437	22.6327	0.008359
0.00995	-0.093266	0.0010248572	0.21083637	22.64735	0.008359
0.01	-0.053295	0.0010354274	0.21196911	22.662001	0.008359
0.01005	0.066619	0.0010460542	0.21310257	22.676652	0.008359
0.0101	0	0.0010567376	0.21423677	22.691303	0.008359
0.01015	-0.053295	0.0010674778	0.2153717	22.705954	0.008359
0.0102	-0.133238	0.0010782748	0.21650737	22.720605	0.008359
0.01025	-0.039971	0.0010891286	0.21764377	22.735256	0.008359
0.0103	0.013324	0.0011000392	0.21878089	22.749907	0.009553
0.01035	-0.026648	0.0011110067	0.21991876	22.764558	0.009553
0.0104	-0.039971	0.0011220311	0.22105735	22.779209	0.009553
0.01045	-0.053295	0.0011331124	0.22219668	22.79386	0.009553
0.0105	0	0.0011442508	0.22333674	22.80851	0.009553
0.01055	0	0.0011554461	0.22447753	22.823161	0.009553
0.0106	-0.013324	0.0011666985	0.22561905	22.837812	0.009553
0.01065	-0.10659	0.001178008	0.22676131	22.852463	0.009553
0.0107	-0.026648	0.0011893747	0.2279043	22.867114	0.009553
0.01075	0.013324	0.0012007985	0.22904802	22.881765	0.009553
0.0108	-0.013324	0.0012122795	0.23019247	22.896416	0.009553
0.01085	0.026648	0.0012238177	0.23133766	22.911067	0.009553
0.0109	-0.093266	0.0012354133	0.23248358	22.925718	0.009553
0.01095	-0.053295	0.0012470661	0.23363023	22.940369	0.009553
0.011	0.013324	0.0012587763	0.23477762	22.955019	0.009553
0.01105	-0.079943	0.0012705439	0.23592574	22.96967	0.009553
0.0111	-0.039971	0.0012823689	0.23707459	22.984321	0.009553
0.01115	-0.039971	0.0012942514	0.23822417	22.998972	0.009553
0.0112	0.079943	0.0013061913	0.23937448	23.013623	0.009553
0.01125	0.013324	0.0013181888	0.24052553	23.028274	0.009553
0.0113	0	0.0013302439	0.24167731	23.042925	0.009553
0.01135	-0.133238	0.0013423566	0.24282982	23.057576	0.009553
0.0114	-0.066619	0.0013545269	0.24398307	23.072227	0.009553
0.01145	0.053295	0.0013667549	0.24513705	23.086878	0.009553
0.0115	-0.039971	0.0013790406	0.24629176	23.101529	0.009553
0.01155	-0.119914	0.0013913841	0.2474472	23.116179	0.009553
0.0116	-0.093266	0.0014037853	0.24860337	23.13083	0.010747
0.01165	-0.026648	0.0014162444	0.24976028	23.145481	0.010747
0.0117	-0.013324	0.0014287614	0.25091792	23.160132	0.010747
0.01175	-0.053295	0.0014413362	0.25207629	23.174783	0.010747
0.0118	-0.10659	0.001453969	0.2532354	23.189434	0.010747
0.01185	-0.079943	0.0014666598	0.25439524	23.204085	0.010747
0.0119	-0.026648	0.0014794086	0.25555581	23.218736	0.010747
0.01195	0	0.0014922154	0.25671711	23.233387	0.010747
0.012	-0.066619	0.0015050803	0.25787915	23.248038	0.010747
0.01205	-0.093266	0.0015180033	0.25904192	23.262688	0.010747
0.0121	-0.039971	0.0015309845	0.26020542	23.277339	0.010747
0.01215	-0.039971	0.0015440239	0.26136965	23.29199	0.010747
0.0122	0.013324	0.0015571215	0.26253461	23.306641	0.010747
0.01225	-0.053295	0.0015702773	0.26370031	23.321292	0.010747
0.0123	-0.079943	0.0015834915	0.26486674	23.335943	0.010747
0.01235	0.053295	0.001596764	0.26603391	23.350594	0.010747
0.0124	0	0.0016100949	0.2672018	23.365245	0.010747
0.01245	0.039971	0.0016234842	0.26837043	23.379896	0.010747
0.0125	-0.053295	0.001636932	0.26953979	23.394547	0.010747
0.01255	0.013324	0.0016504382	0.27070989	23.409198	0.010747
0.0126	0.039971	0.001664003	0.27188071	23.423848	0.010747
0.01265	0	0.0016776263	0.27305227	23.438499	0.010747
0.0127	-0.013324	0.0016913082	0.27422456	23.45315	0.010747
0.01275	-0.039971	0.0017050487	0.27539759	23.467801	0.010747
0.0128	0.066619	0.001718848	0.27657134	23.482452	0.011942
0.01285	0.013324	0.0017327059	0.27774583	23.497103	0.011942
0.0129	-0.053295	0.0017466226	0.27892105	23.511754	0.011942
0.01295	-0.10659	0.001760598	0.28009701	23.526405	0.011942
0.013	-0.039971	0.0017746323	0.28127369	23.541056	0.011942
0.01305	0.079943	0.0017887254	0.28245111	23.555707	0.011942
0.0131	-0.026648	0.0018028774	0.28362926	23.570358	0.011942
